"ID","Fecha","Nombre","Codigo","Producto","Cantidad","Totalventas"
"6305","2015-10-24","Adrián Vega Ruiz","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6306","2015-10-24","Diego Morales Castro","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6307","2015-10-24","Ricardo Gómez Vargas","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6308","2015-10-25","Silvia Ramírez Rivera","B01KBH547A","BLU Studio X8","2","2024.00"
"6309","2015-10-25","Eduardo Cáceres Salazar","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6310","2015-10-26","Juan Carlos Rodríguez Huamán","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6311","2015-10-26","Gabriela Rojas Huerta","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6312","2015-10-26","Verónica Quispe Rodríguez","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6313","2015-10-26","Julio Vargas López","B016B7INC2","ALCATEL OneTouch","1","1020.00"
"6314","2015-10-27","Valentina Torres Vega","B01DZJFWNC","Samsung Galaxy S69","16","15974.40"
"6315","2015-10-27","Mariana Ruiz Cruz","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6316","2015-10-27","Luis Torres Medina","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6317","2015-10-27","Andrés Ramos Silva","B01EYT1URO","Apple iPhone 6","2","2625.00"
"6318","2015-10-27","Ana Paula Sánchez Vargas","B016381QZA","Samsung Galaxy J7","2","4033.00"
"6319","2015-10-27","Alejandro Ortega Salinas","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6320","2015-10-27","Sofía Castro Valdez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6321","2015-10-28","Lucía Pérez Guerra","B01EYT1URO","Apple iPhone 6","3","3937.50"
"6322","2015-10-28","Sebastián Salazar Peña","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6323","2015-10-29","Carolina Espinoza Ramírez","B01EYT1URO","Apple iPhone 6","1","1312.50"
"6324","2015-10-29","Manuel Rojas Cárdenas","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"6325","2015-10-29","Gabriela Navarro Gómez","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6326","2015-10-29","Andrés Soto Paredes","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6327","2015-10-29","Víctor García Soto","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"6328","2015-10-29","Camila Paredes Delgado","B01KBH547A","BLU Studio X8","3","3036.00"
"6329","2015-10-29","Valeria Tapia Castro","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6330","2015-10-29","Eduardo Morales Sánchez","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6331","2015-10-29","María Fernández Vásquez","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6332","2015-10-29","Jorge Huamán Flores","B00NQGP42Y","Moto G Plus","4","9504.00"
"6333","2015-10-29","Daniela Chávez Paredes","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6334","2015-10-30","José López Ramírez","B01EYT1URO","Apple iPhone 6","2","2625.00"
"6335","2015-10-30","Ana María Vargas Vega","B00NQGP42Y","Moto G Plus","3","7128.00"
"6336","2015-10-30","Carlos Rivera Castro","B00NQGP42Y","Moto G Plus","1","2376.00"
"6337","2015-10-30","Brenda Torres Sánchez","B01KBH547A","BLU Studio X8","3","3036.00"
"6338","2015-10-31","Luis González López","B01KBH547A","BLU Studio X8","2","2024.00"
"6339","2015-10-31","Patricia Medina Vargas","B00NQGP42Y","Moto G Plus","2","4752.00"
"6340","2015-10-31","Miguel García Huamán","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6341","2015-11-01","Adriana Rodríguez Silva","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6342","2015-11-01","Juan Pérez Torres","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6343","2015-11-01","Sofía Castro Salinas","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6344","2015-11-01","Diego Morales López","B01KBH547A","BLU Studio X8","3","3036.00"
"6345","2015-11-01","Mariana Rojas Medina","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6346","2015-11-01","Alejandro Soto Vásquez","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6347","2015-11-01","Valentina Vega Ruiz","B018IZ0SWI","BLU Advance 5.0","5","8100.00"
"6348","2015-11-01","Andrés Gómez Paredes","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"6349","2015-11-01","Gabriela Huamán Castro","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6350","2015-11-01","Eduardo Torres López","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6351","2015-11-01","Carla Medina Vargas","B01LQV1YHO","Huawei Nexus 6P","4","6496.00"
"6352","2015-11-01","Ricardo García Huerta","B00NQGP42Y","Moto G Plus","3","7128.00"
"6353","2015-11-01","Laura Chávez Castro","B00NQGP42Y","Moto G Plus","3","7128.00"
"6354","2015-11-01","Carlos González Ruiz","B01KBH547A","BLU Studio X8","3","3036.00"
"6355","2015-11-01","Silvia Castro López","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6356","2015-11-01","Juan Carlos Rodríguez Medina","B01EYT1URO","Apple iPhone 6","22","28875.00"
"6357","2015-11-01","Luisa Fernández Vargas","B01KBH547A","BLU Studio X8","3","3036.00"
"6358","2015-11-01","José Morales Huamán","B00NQGP42Y","Moto G Plus","3","7128.00"
"6359","2015-11-01","Ana Paula Rojas Torres","B00NQGP42Y","Moto G Plus","2","4752.00"
"6360","2015-11-01","Miguel Ángel Vega López","B01EYT1URO","Apple iPhone 6","2","2625.00"
"6361","2015-11-01","Carla García Castro","B01KBH547A","BLU Studio X8","2","2024.00"
"6362","2015-11-01","Eduardo Castro Ruiz","B00NQGP42Y","Moto G Plus","1","2376.00"
"6363","2015-11-01","Gabriela Ramírez Vargas","B01EYT1URO","Apple iPhone 6","17","22312.50"
"6364","2015-11-01","Ricardo Gómez Medina","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6365","2015-11-01","Laura Flores Salazar","B00NQGP42Y","Moto G Plus","2","4752.00"
"6366","2015-11-01","Juan Carlos Rodríguez Delgado","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6367","2015-11-01","Luisa García Vásquez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6368","2015-11-01","Ana María Castro Salinas","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6369","2015-11-01","Ana María Castro Chávez","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6370","2015-11-01","Laura Flores Guzmán","B01KBH547A","BLU Studio X8","2","2024.00"
"6371","2015-11-01","Carlos González Medina","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6372","2015-11-01","Miguel Ángel Vega Torres","B00F3J4B5S","Samsung Galaxy A20","5","8625.00"
"6373","2015-11-01","Rafaela Cáceres Castro","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6374","2015-11-01","Carla Fernández Mendoza","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6375","2015-11-01","Adrián Vega Ruiz","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6376","2015-11-01","Diego Morales Castro","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6377","2015-11-01","Ricardo Gómez Vargas","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6378","2015-11-01","Silvia Ramírez Rivera","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6379","2015-11-01","Eduardo Cáceres Salazar","B016381QZA","Samsung Galaxy J7","1","2016.50"
"6380","2015-11-01","Juan Carlos Rodríguez Huamán","B01KBH547A","BLU Studio X8","3","3036.00"
"6381","2015-11-01","Gabriela Rojas Huerta","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6382","2015-11-01","Verónica Quispe Rodríguez","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"6383","2015-11-01","Julio Vargas López","B016381QZA","Samsung Galaxy J7","2","4033.00"
"6384","2015-11-01","Valentina Torres Vega","B018IZ0SWI","BLU Advance 5.0","20","32400.00"
"6385","2015-11-01","Mariana Ruiz Cruz","B00NQGP42Y","Moto G Plus","1","2376.00"
"6386","2015-11-01","Luis Torres Medina","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6387","2015-11-01","Andrés Ramos Silva","B015YCRYZM","ASUS ZenFone 3","1","2013.00"
"6388","2015-11-01","Ana Paula Sánchez Vargas","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6389","2015-11-01","Alejandro Ortega Salinas","B015YCRYZM","ASUS ZenFone 3","1","2013.00"
"6390","2015-11-01","Sofía Castro Valdez","B01DZJFWNC","Samsung Galaxy S69","19","18969.60"
"6391","2015-11-01","Lucía Pérez Guerra","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6392","2015-11-01","Sebastián Salazar Peña","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"6393","2015-11-01","Carolina Espinoza Ramírez","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6394","2015-11-01","Manuel Rojas Cárdenas","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"6395","2015-11-01","Gabriela Navarro Gómez","B00K15Q2B0","Samsung Galaxy S5","22","47678.40"
"6396","2015-11-01","Andrés Soto Paredes","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"6397","2015-11-01","Víctor García Soto","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6398","2015-11-01","Camila Paredes Delgado","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6399","2015-11-02","Valeria Tapia Castro","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6400","2015-11-02","Eduardo Morales Sánchez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6401","2015-11-02","María Fernández Vásquez","B01KBH547A","BLU Studio X8","2","2024.00"
"6402","2015-11-02","Jorge Huamán Flores","B016381QZA","Samsung Galaxy J7","22","44363.00"
"6403","2015-11-02","Daniela Chávez Paredes","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6404","2015-11-02","José López Ramírez","B00NQGP42Y","Moto G Plus","1","2376.00"
"6405","2015-11-02","Ana María Vargas Vega","B00K15Q2B0","Samsung Galaxy S5","13","28173.60"
"6406","2015-11-02","Carlos Rivera Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6407","2015-11-02","Brenda Torres Sánchez","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6408","2015-11-02","Luis González López","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6409","2015-11-02","Patricia Medina Vargas","B00NQGP42Y","Moto G Plus","2","4752.00"
"6410","2015-11-02","Miguel García Huamán","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"6411","2015-11-02","Adriana Rodríguez Silva","B015YCRYZM","ASUS ZenFone 3","11","22143.00"
"6412","2015-11-02","Juan Pérez Torres","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6413","2015-11-02","Sofía Castro Salinas","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6414","2015-11-02","Diego Morales López","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6415","2015-11-02","Mariana Rojas Medina","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6416","2015-11-02","Alejandro Soto Vásquez","B015YCRYZM","ASUS ZenFone 3","20","40260.00"
"6417","2015-11-02","Valentina Vega Ruiz","B016381QZA","Samsung Galaxy J7","16","32264.00"
"6418","2015-11-02","Andrés Gómez Paredes","B00NQGP42Y","Moto G Plus","4","9504.00"
"6419","2015-11-02","Gabriela Huamán Castro","B016381QZA","Samsung Galaxy J7","17","34280.50"
"6420","2015-11-02","Eduardo Torres López","B01KBH547A","BLU Studio X8","15","15180.00"
"6421","2015-11-02","Carla Medina Vargas","B016381QZA","Samsung Galaxy J7","2","4033.00"
"6422","2015-11-02","Ricardo García Huerta","B00K15Q2B0","Samsung Galaxy S5","4","8668.80"
"6423","2015-11-02","Laura Chávez Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6424","2015-11-02","Carlos González Ruiz","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6425","2015-11-02","Silvia Castro López","B00NQGP42Y","Moto G Plus","3","7128.00"
"6426","2015-11-02","Juan Carlos Rodríguez Medina","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6427","2015-11-02","Luisa Fernández Vargas","B00NQGP42Y","Moto G Plus","1","2376.00"
"6428","2015-11-02","José Morales Huamán","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6429","2015-11-02","Ana Paula Rojas Torres","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"6430","2015-11-02","Miguel Ángel Vega López","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6431","2015-11-02","Carla García Castro","B01KBH547A","BLU Studio X8","2","2024.00"
"6432","2015-11-02","Eduardo Castro Ruiz","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6433","2015-11-02","Gabriela Ramírez Vargas","B016381QZA","Samsung Galaxy J7","1","2016.50"
"6434","2015-11-02","Ricardo Gómez Medina","B018IZ0SWI","BLU Advance 5.0","15","24300.00"
"6435","2015-11-02","Laura Flores Salazar","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6436","2015-11-02","Juan Carlos Rodríguez Delgado","B00NQGP42Y","Moto G Plus","2","4752.00"
"6437","2015-11-02","Luisa García Vásquez","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6438","2015-11-02","Ana María Castro Salinas","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6439","2015-11-02","Ana María Castro Chávez","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6440","2015-11-02","Laura Flores Guzmán","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6441","2015-11-02","Carlos González Medina","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6442","2015-11-02","Miguel Ángel Vega Torres","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6443","2015-11-02","Rafaela Cáceres Castro","B01KBH547A","BLU Studio X8","2","2024.00"
"6444","2015-11-02","Carla Fernández Mendoza","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"6445","2015-11-02","Adrián Vega Ruiz","B00NQGP42Y","Moto G Plus","3","7128.00"
"6446","2015-11-02","Diego Morales Castro","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6447","2015-11-02","Ricardo Gómez Vargas","B016B7INC2","ALCATEL OneTouch","19","19380.00"
"6448","2015-11-02","Silvia Ramírez Rivera","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"6449","2015-11-02","Eduardo Cáceres Salazar","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6450","2015-11-02","Juan Carlos Rodríguez Huamán","B01KBH547A","BLU Studio X8","3","3036.00"
"6451","2015-11-02","Gabriela Rojas Huerta","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6452","2015-11-02","Verónica Quispe Rodríguez","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6453","2015-11-02","Julio Vargas López","B018IZ0SWI","BLU Advance 5.0","4","6480.00"
"6454","2015-11-02","Valentina Torres Vega","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6455","2015-11-02","Mariana Ruiz Cruz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6456","2015-11-02","Luis Torres Medina","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6457","2015-11-02","Andrés Ramos Silva","B01KBH547A","BLU Studio X8","2","2024.00"
"6458","2015-11-02","Ana Paula Sánchez Vargas","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6459","2015-11-02","Alejandro Ortega Salinas","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6460","2015-11-03","Sofía Castro Valdez","B016381QZA","Samsung Galaxy J7","25","50412.50"
"6461","2015-11-03","Lucía Pérez Guerra","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6462","2015-11-03","Sebastián Salazar Peña","B01KBH547A","BLU Studio X8","5","5060.00"
"6463","2015-11-03","Carolina Espinoza Ramírez","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"6464","2015-11-03","Manuel Rojas Cárdenas","B01KBH547A","BLU Studio X8","1","1012.00"
"6465","2015-11-03","Gabriela Navarro Gómez","B01KBH547A","BLU Studio X8","1","1012.00"
"6466","2015-11-03","Andrés Soto Paredes","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6467","2015-11-03","Víctor García Soto","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6468","2015-11-03","Camila Paredes Delgado","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6469","2015-11-03","Valeria Tapia Castro","B016381QZA","Samsung Galaxy J7","12","24198.00"
"6470","2015-11-03","Eduardo Morales Sánchez","B015YCRYZM","ASUS ZenFone 3","1","2013.00"
"6471","2015-11-03","María Fernández Vásquez","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6472","2015-11-03","Jorge Huamán Flores","B01KBH547A","BLU Studio X8","3","3036.00"
"6473","2015-11-03","Daniela Chávez Paredes","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6474","2015-11-03","José López Ramírez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6475","2015-11-03","Ana María Vargas Vega","B01KBH547A","BLU Studio X8","3","3036.00"
"6476","2015-11-03","Carlos Rivera Castro","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6477","2015-11-03","Brenda Torres Sánchez","B01KBH547A","BLU Studio X8","3","3036.00"
"6478","2015-11-03","Luis González López","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6479","2015-11-03","Patricia Medina Vargas","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6480","2015-11-03","Miguel García Huamán","B00NQGP42Y","Moto G Plus","2","4752.00"
"6481","2015-11-03","Adriana Rodríguez Silva","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"6482","2015-11-03","Juan Pérez Torres","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6483","2015-11-03","Sofía Castro Salinas","B01LQV1YHO","Huawei Nexus 6P","4","6496.00"
"6484","2015-11-03","Diego Morales López","B00K15Q2B0","Samsung Galaxy S5","19","41176.80"
"6485","2015-11-03","Mariana Rojas Medina","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6486","2015-11-03","Alejandro Soto Vásquez","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6487","2015-11-03","Valentina Vega Ruiz","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6488","2015-11-03","Andrés Gómez Paredes","B00NQGP42Y","Moto G Plus","1","2376.00"
"6489","2015-11-03","Gabriela Huamán Castro","B01KBH547A","BLU Studio X8","6","6072.00"
"6490","2015-11-03","Eduardo Torres López","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6491","2015-11-03","Carla Medina Vargas","B016381QZA","Samsung Galaxy J7","1","2016.50"
"6492","2015-11-03","Ricardo García Huerta","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6493","2015-11-03","Laura Chávez Castro","B016381QZA","Samsung Galaxy J7","4","8066.00"
"6494","2015-11-03","Carlos González Ruiz","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6495","2015-11-03","Silvia Castro López","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6496","2015-11-03","Juan Carlos Rodríguez Medina","B01KBH547A","BLU Studio X8","3","3036.00"
"6497","2015-11-03","Luisa Fernández Vargas","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6498","2015-11-03","José Morales Huamán","B00F3J4B5S","Samsung Galaxy A20","4","6900.00"
"6499","2015-11-03","Ana Paula Rojas Torres","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6500","2015-11-03","Miguel Ángel Vega López","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6501","2015-11-03","Carla García Castro","B015YCRYZM","ASUS ZenFone 3","1","2013.00"
"6502","2015-11-03","Eduardo Castro Ruiz","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"6503","2015-11-03","Gabriela Ramírez Vargas","B01KBH547A","BLU Studio X8","3","3036.00"
"6504","2015-11-03","Ricardo Gómez Medina","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6505","2015-11-03","Laura Flores Salazar","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6506","2015-11-03","Juan Carlos Rodríguez Delgado","B00K15Q2B0","Samsung Galaxy S5","9","19504.80"
"6507","2015-11-03","Luisa García Vásquez","B00NQGP42Y","Moto G Plus","2","4752.00"
"6508","2015-11-03","Ana María Castro Salinas","B016381QZA","Samsung Galaxy J7","3","6049.50"
"6509","2015-11-03","Ana María Castro Chávez","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6510","2015-11-03","Laura Flores Guzmán","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6511","2015-11-03","Carlos González Medina","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6512","2015-11-03","Miguel Ángel Vega Torres","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6513","2015-11-03","Rafaela Cáceres Castro","B01KBH547A","BLU Studio X8","1","1012.00"
"6514","2015-11-03","Carla Fernández Mendoza","B00F3J4B5S","Samsung Galaxy A20","4","6900.00"
"6515","2015-11-03","Adrián Vega Ruiz","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"6516","2015-11-03","Diego Morales Castro","B01KBH547A","BLU Studio X8","2","2024.00"
"6517","2015-11-03","Ricardo Gómez Vargas","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6518","2015-11-03","Silvia Ramírez Rivera","B016B7INC2","ALCATEL OneTouch","1","1020.00"
"6519","2015-11-03","Eduardo Cáceres Salazar","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6520","2015-11-03","Juan Carlos Rodríguez Huamán","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"6521","2015-11-03","Gabriela Rojas Huerta","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6522","2015-11-03","Verónica Quispe Rodríguez","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6523","2015-11-03","Julio Vargas López","B016381QZA","Samsung Galaxy J7","17","34280.50"
"6524","2015-11-03","Valentina Torres Vega","B00F3J4B5S","Samsung Galaxy A20","11","18975.00"
"6525","2015-11-04","Mariana Ruiz Cruz","B01KBH547A","BLU Studio X8","2","2024.00"
"6526","2015-11-04","Luis Torres Medina","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6527","2015-11-04","Andrés Ramos Silva","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6528","2015-11-04","Ana Paula Sánchez Vargas","B01KBH547A","BLU Studio X8","1","1012.00"
"6529","2015-11-04","Alejandro Ortega Salinas","B00NQGP42Y","Moto G Plus","20","47520.00"
"6530","2015-11-04","Sofía Castro Valdez","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"6531","2015-11-04","Lucía Pérez Guerra","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"6532","2015-11-04","Sebastián Salazar Peña","B01KBH547A","BLU Studio X8","3","3036.00"
"6533","2015-11-04","Carolina Espinoza Ramírez","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6534","2015-11-04","Manuel Rojas Cárdenas","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"6535","2015-11-04","Gabriela Navarro Gómez","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6536","2015-11-04","Andrés Soto Paredes","B01KBH547A","BLU Studio X8","2","2024.00"
"6537","2015-11-04","Víctor García Soto","B016381QZA","Samsung Galaxy J7","2","4033.00"
"6538","2015-11-04","Camila Paredes Delgado","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"6539","2015-11-04","Valeria Tapia Castro","B016B7INC2","ALCATEL OneTouch","3","3060.00"
"6540","2015-11-04","Eduardo Morales Sánchez","B01KBH547A","BLU Studio X8","2","2024.00"
"6541","2015-11-04","María Fernández Vásquez","B01EYT1URO","Apple iPhone 6","3","3937.50"
"6542","2015-11-04","Jorge Huamán Flores","B01KBH547A","BLU Studio X8","3","3036.00"
"6543","2015-11-04","Daniela Chávez Paredes","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6544","2015-11-04","José López Ramírez","B016B7INC2","ALCATEL OneTouch","14","14280.00"
"6545","2015-11-04","Ana María Vargas Vega","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"6546","2015-11-04","Carlos Rivera Castro","B01KBH547A","BLU Studio X8","3","3036.00"
"6547","2015-11-04","Brenda Torres Sánchez","B00F3J4B5S","Samsung Galaxy A20","14","24150.00"
"6548","2015-11-04","Luis González López","B016B7INC2","ALCATEL OneTouch","2","2040.00"
"6549","2015-11-04","Patricia Medina Vargas","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"6550","2015-11-04","Miguel García Huamán","B01EYT1URO","Apple iPhone 6","3","3937.50"
"6551","2015-11-04","Adriana Rodríguez Silva","B016381QZA","Samsung Galaxy J7","2","4033.00"
"6552","2015-11-04","Juan Pérez Torres","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"6553","2015-11-04","Sofía Castro Salinas","B00NQGP42Y","Moto G Plus","25","59400.00"
"6554","2015-11-04","Diego Morales López","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"6555","2015-11-04","Mariana Rojas Medina","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"6556","2015-11-04","Alejandro Soto Vásquez","B01EYT1URO","Apple iPhone 6","1","1312.50"
"6557","2015-11-04","Valentina Vega Ruiz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6558","2015-11-04","Andrés Gómez Paredes","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"6559","2015-11-04","Gabriela Huamán Castro","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"6560","2015-11-04","Eduardo Torres López","B01KBH547A","BLU Studio X8","2","2024.00"
"6561","2015-11-04","Carla Medina Vargas","B01KBH547A","BLU Studio X8","2","2024.00"
"6562","2015-11-04","Ricardo García Huerta","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6563","2015-11-04","Laura Chávez Castro","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"6564","2015-11-04","Carlos González Ruiz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6565","2015-11-04","Silvia Castro López","B00F3J4B5S","Samsung Galaxy A20","21","36225.00"
"6566","2015-11-04","Juan Carlos Rodríguez Medina","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"6567","2015-11-04","Luisa Fernández Vargas","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"6568","2015-11-04","José Morales Huamán","B018IZ0SWI","BLU Advance 5.0","23","37260.00"
"6569","2015-11-04","Ana Paula Rojas Torres","B00NQGP42Y","Moto G Plus","20","47520.00"
"6570","2015-11-04","Miguel Ángel Vega López","B01KBH547A","BLU Studio X8","1","1012.00"
"6571","2015-11-04","Carla García Castro","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"6572","2015-11-04","Eduardo Castro Ruiz","B00NQGP42Y","Moto G Plus","2","4752.00"
